tweet_id,processed_tweet
736,marketeer year please support microsoft
737,twitter keeps sleeping
738,people try tricky stop using twitter guess good gets try
739,able downthemall ta able delete account didnt lose photos lost almost comments
740,people take following unfollowing personally twitter
741,coding hp mini said wont keyboard doesnt hurts
742,tips reaching twitters million daily users twitter mediagofer socialmedia
743,live sweeden boring
744,shoutout favorite people twitter happy birthday girls
745,nice meet buddy
746,congratulations softline pastel winning isv year microsoft
747,getting ready bed school tomorrow evacuation school night twitter
748,love love forever
749,im glad everythings going good guys
750,back twitter game
751,hoping get decent sleep tonight since didnt get worth shitt last night goodnight world xoxo
752,haha dont go starting ive stopped playing mobbler mean
753,going mimis thoughts shick gavin degraw songs dancing head
754,kids get wish good morning know time america
755,miss show awesome shock
756,finetuning part song maddy r making sounding good feel pro hahaha
757,meu twitter ficando velho twitter age days hours minutes seconds
758,lol goodnight
759,omg problem lent someone never gave back
760,miss first follower need talk vlogbrothers thing communicate thru vlogs
761,dropped car get exhaust replaced thats could without spending
762,haha yeah thought would much complicated EMO_POS well ive got home school weve got holidays x
763,dream black white dream vivid
764,followers twitter fans facebook takeover imminent hellyeah shirts til monday
765,anyone know get free trial microsoft frontpage mac
766,im glad good time wntd something nice u r u
767,oh man sad ever
768,got one dopest blogs twitter tumblr
769,happy birthday little girl jasmine turns three years old today throwing mini b day party tomorrow us
770,grey morning
771,still fun go im jealous wrigley field though might go summer
772,another long slow day ahead
773,lovely day beach followed dinner gorgeous lady EMO_POS roll work today boo
774,think email domain blocked akismet
775,whip cream melting
776,chocolate chip waffles
777,winnipeg needs better local news coverage tired know thanks twitter
778,microsoft made many announcements sqlpass summit read blog post recap sqlserver
779,big baby boy em figured may never get full nights rest
780,planting friend today funeral years
781,twitter eharmony
782,saw u wanted say hi u r amazin person inspiration.thank much hope meet u day
783,twitter must sharing caring interacting socializing ignore give thise truly social
784,funny social networks prod always ya keypad twitterwhats happening fbwhats mind
785,well made sad sat watch tv remembered dont cable anymore lol
786,bowling shit ripped
787,thinking today deprssing makes us appreciate life
788,come back
789,youre sweet
790,ice cream sandwich might make things worse google needs look microsoft example via
791,somebody help apple twitter seems weird apple twitter
792,use search folders organise emails microsoft outlook
793,hehehe bad separated
794,sitting around wondering whats next
795,better sore throat sniffles today well
796,goodmourning twitter
797,summer camp summer school boarding lol
798,gotta find something speaks dive help rescued animals fuzzy faces make worthwhile
799,gn twitter
800,joined shoedazzle society excited cant wait shoe selection link
801,hahaha nails wet hehe.but helpful flipped magazine pages
802,working holy week
803,brb fedexing application
804,threw bathroom fun
805,lead cross one favorites great job
806,agree clearly want attention sorry couldnt catch train matee
807,twitter followers either like sense humor sex appeal
808,speak favorite songs im looking forward hearing orlando get well soon hugs
809,ya go silly boy nice job
810,ballmer buying yahoo interesting part nascent microsoft cloud leadership
811,could get san diego night could celebrate twice lol thanks
812,im looking mine cant even get school work sucks atleast u get home thats lol
813,fever
814,sleep finally twitter
815,steve ballmer says luck kept microsoft buying yahoo microsoft yahoo
816,twitteroff
817,would help
818,feel free watching friends favorite show
819,misses rach already
820,progress math quilt slow steady tomorrow teach children finish sewing quilt beloved comics
821,u move back jersey gonna better
822,want things end remember faith one day going alright
823,tweet tweet twitter
824,cuz ur id either asleep airport bound ima sneak sumn special tho EMO_POS
825,one hour lunch tough kill time particularly u supposed working
826,well always digg stumble aided greatly wasting countless hours life
827,back camp yay miss
828,make samosas regularly
829,trying really hard get sick stuff took get rid cough
830,guess better make tweets give us bedtime story plz
831,uninstalled rails tried fresh app still dice obviously something bizarre setup
832,followme dijo twitter
833,hey saw u guys play pushover didnt get meet u tho cuz th huge line upset lol msg would make
834,everybody twitter go tha bathroom say bloodymary3 times wit tha light
835,hooray ever reliable signalflare server
836,could use twitter give us info mechscape o.0 please
837,havent even time twitt theese last days insane
838,uh feel lonely wish bffwiamc best friend forever also cousin twitter
839,holy shindigs thats hot
840,got back funeral government employeefriend
841,guess dat wat twitter lol
842,im eating chocolate crakle bet jelous mini party
843,ok put bible verses encouraging post god twitter make sure stand words cause example
844,good havent gone bed
845,twitter thats wassup lol
846,hole favourite top bought sale christmas cant even get exchange might try fixing later
847,ok headed bed tomorrow open shop freddy eddy
848,windows phone tango apollo rumors suggest new screen specs microsoft
849,facebook twitter
850,twitter freaking kidding wth twitter
851,yo hella weird twitter got deleted
852,missing boyfriend im phone tweet
853,dont cry
854,itc latest changes network made crazy yesterday seems work ok
855,back cabbins ew
856,changed twitter name
857,microsoft community blogs review clouds impact business
858,going sleep johnny died oc
859,senews ballmer time google bing try bing microsoft bing
860,dont want cold april
861,get microsoft certified
862,je rip od trenutek resnice link link link
863,haz gown ordered today dropped boogie airport laundry galore continued
864,good morning tom cant send message short question well bad guess
865,okay im sorry mean im nice
866,watched tried youtube link wont work
867,great night really enjoying life
868,twitter dark
869,blip im goin withdrawel
870,wonder get celebritys neck twitter news radio planforfame lmfao
871,really hope im getting better nyquil making say good night hope good time
872,twidroid installed lets spam twitter g1 google mobile
873,screwed confused dumb child never felt bad life wish specialty bad none
874,choosy twitter followback conundrum socialmedia twitter mediagofer
875,iwas thinking thing night
876,uploading pics sunday night good night lots fun got know boyfriends sister better
877,hey jon love ya counts
878,nice remember bed ill peeing enjoy sleeping chair
879,ahaha im sure lol
880,ahh tedium fixing broken file links inventor good times
881,way understand microsoft
882,fucked sleep ive decided go homework instead
883,ballmer picked social skype deal microsoft xbox
884,woohhoo beach awsome haha luve water soo cold went seattle aqui bech somethin like
885,cant wait see sleeps days
886,mac could anything
887,goodnight everyone well im feeling much better im going doctor tomorrow
888,tuesday raining day
889,seriously donfucious
890,begin reveal true nature company
891,new twitter name without telling boo way think oberon dead havent seen ages
892,sorry getting ready going leave today
893,twitter buzz builds occupy wall street movement twitter
894,sorry hear anything specific x
895,got work ravenous eaten gipton steak branston sarnies ill buy something lunch doh
896,twitter
897,ohh sux
898,wow house looks different oh god doggies
899,fuckyoumean pittsburgh dont got best
900,aww im sorry
901,cant sleep ugghh
902,getting blank rows twitter feed website
903,zeroday exploits low number pose big threat experts say microsoft itsecurity
904,ok might top funny family guy clips
905,sad situation though us beaten us every seconds killed day sadly commonplace
906,school work boring working business law paper right cant wait till im done hopefully tomorrow grr
907,ugh depressing want punch something
908,figa mondays feels like gossip girl episode lots fun xoxo
909,lying bed babe
910,hm cant decide like microsoft omnitouch
911,thanks essay write
912,lamb chowmein dinner tonight hhmm slightly roasted buttered dinner rolls yum yum yum hungry
913,fuckyoumean pittsburgh dont got best twitter
914,finally back twitter
915,hope im late anywat good luck
916,installed new twidroyd twitter android phone free give try
917,much fun tonight im totally stealing pictures upload hehehe
918,hitting sack early gnight twitter
919,soo disappointed t.i party leave vegas jacked first talked nothing
920,damn girl ill follow u end road twitter
921,microsoft news sqlserver licensing different december2011 office365 azure available algeria
922,im
923,everytime spazz twitter yall think chick done hurt feelings aint annette lol
924,wow enjoy
925,im jealous want salsa cookies amazing
926,longing yesterday
927,twitter facebook duuhh
928,youre talking chapel street try borscht vodka tears corner chapel high st globe chapel st
929,woww watching twitter trends help predict future via
930,work like dont need money love like youve never hurt dance like ones watching good night tweethearts till tomo
931,thought saw walking door saw
932,worked maybe thats need sequel live first either way cant wait
933,way never imagined id followers thank even robots
934,aww im sorry dearyy
935,twitter get go back facebook unfollow free forum say exactly thee fuck
936,follow main twitter need followers help get
937,microsoft chief admits lucky escape buying yahoo
938,twitter
939,hope rupee symbol wont look like use reliance
940,movie person asking
941,loong day finally come end long bebes stay asleep haha bring tomorrow b
942,wish could go bed
943,agree weak enough teeth without bleaching away layers layers oh victory death
944,common chidambaram george bush
945,emc white paper automated perf optimization microsoft applications emc vmax fast vp hyperv scvmm
946,well twitter exciting date victorious going sleep see tomorrow
947,course makes feel better
948,ha definitely vegan im drinking still alive well
949,twitter
950,thanks follow dont forget add us twitter list
951,still homework
952,mann u ah olelady hoes everybody son doin dis u stop catchin feelings twitter
953,woow log twitter theres tweets timeline
954,finally going sleep waking early study
955,beaus online tonight bummer u music either
956,msn e twitter twitter
957,mashable microsoft ceo steve ballmer buying yahoo yahoo microsoft ballmer
958,ballmer nokia really looking forward bunch new devices next week wp7 nokia microsoft
959,whats good
960,silver gold apple tumbles matter many sold microsoft buys nice price get show justsayin droid rules inend
961,hi cel today
962,pls let us know need help music marketing promo got twitter youtube lock
963,cant seem get dissapointment haveing absolutly one notice gone sad must boring must boring
964,blame add many things happening focus catching haha ooh look something shiny
965,thingsweallhate false advertisement via twitter lol
966,welcome looking forward event long may
967,fairly certain flu
968,already
969,sexy really happy
970,fightin name callin still run sister nite
971,finally someone else tweeting nouveau riche nru
972,microsoft cloud oracle windows garner different views multitenant cloud microsofts cloud appr tcn
973,intervate wins portals collaboration partner year microsoft techedafrica
974,lots revision tonight final assessments assessments today well pass mark harsh
975,cant upload pic
976,find give information software bugs help improve microsoft products apply become beta tester itpro
977,funny billgates aprons ranked ltcartoon humor foodie microsoft
978,twitter emoticons
979,hangover
980,twitter age years days hours minutes seconds find twittertime
981,tweet like celeb EMO_POS twitter
982,super easy lol wish everyone would jump bandwagon
983,give first born ghostland observatory voodoo
984,ahh twitter addicting
985,im pain
986,twitter like therapy sum people say wat feel get alot yo chest dont care wat next person say
987,some1 shld create business take ppls twitter streams period time make nice book keepsake urwelcome
988,much playing wii la dont bluff
989,morning cant sleep
990,driving back la quinta tomorrow sleep im oddly wired
991,facebook oof twitter night night every1
992,im yellinq mummyy lol angry mee
993,glad angels first game season
994,shell gas station lunch break tired
995,hey miss lot want catch life sometime thanks lol
996,ahh time feed tribe lol chicken casserole veg yummo
997,lol okay sounds like plan
998,totally agree r limited need speak need lol soo random
999,ballmer says microsoft dodged bullet failed acquire yahoo wish exemployers
1000,oh whos fighting punches someone winning
