tweet_id,tweet_text,polarity
343,@missrogue I'll by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash ,positive
344,Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT,neutral
345,"@Laura_McAuliffe errrrr oops, i could possibly me mistaken  i didnt know any Aussies follwed me lol.",positive
346,"#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/3QXy2Zo4",neutral
347,"@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.",negative
348,got my blade for these #twitter streets third shift,neutral
349,@noarmsjames my lovely man is cooking me dinner and then we're going for a walk ,positive
350,i want him to make a #Twitter,neutral
351,@SCC_Skwerl Aww how depressing! ,negative
352,"RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/A1zgaK5l! Together we can stop #humantrafficking",neutral
353,@corinmcblide oh ok then i am gonna go and buy one for when i come up there ,positive
354,all the photos i try to upload are too big ,positive
355,Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! ,negative
356,"almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday ",positive
357,bout to pull up... he see me on #twitter his ass gone flip,neutral
358,#Twitter Im coming home Im coming home tell the world that Im coming home lls,neutral
359,My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime,neutral
360,"@therealnph Hey NPH, whats up with all the strippers you're following? ",positive
361,@Linda_James Im not a morning person! Never have been  prefer the night!,positive
362,"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ",negative
363,GuiPulp is open ,positive
364,@DolfinFan  Our picnic will be fabulous!,positive
365,@HoptonHouseBnB I'm thinking of getting my old FM tuner from the garage as I'm having problems when my PC just stops playing audio ,negative
366,â˜¼ #SOLAR â˜º @RhondaParsons â˜¼ @SOLar_sister ( A simpLe @ #symboL and AN #underscore ) This is #twitter WHERE WE #twEEt â˜¼,neutral
367,"Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter",neutral
368,Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhiï¿½u vi?c ,negative
369,Vincent Mugambi #Microsoft takes us through #WP app,neutral
370,I need to go out but I am so lazy. ,negative
371,@jcrillz so's the real Common these days... ,positive
372,#Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp,neutral
373,aaaaahhhh.... finally done. next stop zippy's. ,positive
374,http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ,positive
375,Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!,negative
376,Training course today so just hope to stay awake through it ,positive
377,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/dN3qwkkb",neutral
378,@StacieLane  How are you? Was good seeing you @ Lip Service last week!,positive
379,Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ,positive
380,"@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again ",negative
381,@babybazooka i do too...but it's hard ,positive
382,@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. ,positive
383,"@KnightOwl89 Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!",positive
384,#twitter; for those statuses you'd never post on #facebook,neutral
385,Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad ,positive
386,@DontaStorey Boy stop Pssh!  What you been up to?,positive
387,@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone ,negative
388,"RT @aDUBatSDUB: #facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D",neutral
389,Mucho research to do today if I want to crack on with 2nd sweet charity auction fic - and I really really do ,positive
390,woke  up  dis  morning  so  i'm  stil  alive #twitter,neutral
391,@JesMayhemWA Still trying to sell the prelude? ,negative
392,on oovoo with @_LoveIsThe_Ki dumb ass #excuseme #twitter,neutral
393,Hamu is on my tour tm!!!! I'm excited ,positive
394,@ddlovato Bill Beckett And lovato are homies who knew! ,positive
395,Well I'm kinda really #bored right now.... time to waste some time reading #quotes on #twitter,positive
396,... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :),neutral
397,"@Matt8U me too. :] maybe i'll see you there? i mean, its not like there are going to be thousands of people anyways. ha. so stoked. ",positive
398,@ty_fed u asked earlier about waking up....guess what...waking up at 3 am is bullshittery too! Past bedtime night guys! ,positive
399,@IDGAFBoutYou llssss.yea I kno.lol.I ain't been fuckin wit dis joint.I guess #twitter missed me tho huh.slsss.lol,neutral
400,is home. Hmmm how lovely to be in 85 degree weather. ,positive
401,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.,positive
402,just got a denied letter from bazaar bizarre. sad. i was looking forward to a road trip to be a vendor there ,negative
403,RT @extremejohn Stuck on Facebook? Iâ€™m so sorry.  http://t.co/JcJBfZ8W #Twitter #Google  #Facebook,neutral
404,sick today  and i have a lot to do at work ,negative
405,@stanleytang I agree it is much more productive without Twitter ,positive
406,@jmielcarz send some of that warmness my way.... it's cold ,negative
407,RT @AHennessyWorld: #Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public ey ...,neutral
408,@coryBasil Hurry up and be the first person to publish a book of twitters! ,positive
409,"RT @mattimooz: I'm at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk",neutral
410,@jlsbby http://twitpic.com/2y0fo - cutest dog ever  what's his name?,positive
411,has a cold from playing outside yesterday ,negative
412,"Nooning The Wedding and Old Man Sharted and throwing moon pies as we venture to Macon, Georgia ",positive
413,I need some selsun blue...pretty sure i have a small spot of haole rot ,negative
414,gosh it`t 9:39 am and i am soooo tired &quot;yawn&quot; i want to go back to sleep but i can`t ,negative
415,Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,positive
416,Get your #Twitter #marketing #campaigns built by an #SEO expert: http://t.co/7FttDde4,neutral
417,@JonathanRKnight Hello there Jonathan! I didn't know you tweet.  Have a good nite,positive
418,"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz",negative
419,"@hertbeat it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! ",positive
420,#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems,neutral
421,"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!",negative
422,is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever ,negative
423,Bedtime good night #twitter #goodnightworld,neutral
424,Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd,negative
425,#LOVATICS! Wanna be in a fan book for @ddlovato let me know and ill send wat needs2b in it via #twitter,neutral
426,RT @TeachHub 50 Ways to Use #Twitter in the Classroom http://t.co/lJiN0See #education #ntchat,neutral
427,RT @jeffbullas: What Is A #Facebook â€œLikeâ€ Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter,neutral
428,This #TT  was well needed cuz I thought #Twitter was dien.,neutral
429,Is hella excited cuz the Italian is here ,positive
430,@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...,positive
431,RT......zZzZzZzZzZzZzZzZzZzZ...... #Twitter off,neutral
432,and so the editing of 3000 wedding shots begins ,negative
433,Ate a piece of angel food cake and another Laffy Taffy ,negative
434,@mileycyrus I guess counting sheep didn't work  Hope you get some sleep!,negative
435,"Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula ",negative
436,"#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/RI8HUaLD #uncategorized",neutral
437,Just walked in the door of the #Microsoft #kenyaopendoor conference...,neutral
438,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 25,neutral
439,can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week ,positive
440,Back from school. NO MORE SCHOOL FOR TWO WEEKS ,negative
441,"@mozunk you can do that. just go hover over the tweet in the favorites, then tweet, then favorite. it will unfavorite it. ",positive
442,"@jeffsmithcars Why would you want to send traffic to that page?  At the bottom, you say you're not done  ",negative
443,#Retweet #RT #BabyMamaDrama #BabyDaddyDrama #Twitter #S/O to everyone who read my blog www.cpc504.blogspot.com,neutral
444,If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don't Front for #Twitter -----_________-------,neutral
445,He Like Kissing The Little Pink Puss Lls #Twitter This After Dark,neutral
446,Bout to tweet about tweeting #twitter #Seahawkswag,neutral
447,#mhbigcatch 8oz Golem  But finally got a Wight - 3oz,negative
448,Stupid m&amp;ms make my stomach hurt ,negative
449,"ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY ",negative
450,@TheAshBall ,positive
451,zombies can be cute... in cupcake form... on a necklace   http://tinyurl.com/djbec4,positive
452,"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. ",positive
453,"Off to sleeep , #goodnight #twitter",neutral
454,will eat lunch  http://plurk.com/p/mztfi,positive
455,Blimmin' heck i'm slightly tired! And i still didn't see no Otalia ,negative
456,RT @Str8Talk123: Need to step my #twitter game! Where is #teamfollowback #miami #ff  @JAYSCANDRETH  @WhatupHOE1211,neutral
457,cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek ,positive
458,"So what #twitter needs is a ""save tweet"" text function. So I could ""st @xyz 5"" to save the 5th most recent msg on twitter site to read later",neutral
459,@DaveB41 can you help? ,neutral
460,all these crazy pollen trees in Washington state are making my sinuses go crazy ,negative
461,@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter.,positive
462,"I wonder what jon thinks when he see's all his tweets, i picture him and jordan busting a nut laughing at us.  oh yeah.. jordan...",positive
463,RT @Hirudineajigane: #Twitter Thank you.Read those great tweets.helps live better! :) Bows. http://t.co/FNKBW24F,neutral
464,On a diet.... Woke up 2day Hungry ,negative
465,"Looking at it, I seem to be getting a completely different config.. Finding shared hosting hard not having control ",negative
466,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin",neutral
467,I need a holiday  only one day off this year.,neutral
468,So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw ,positive
469,#Twitter #Off',neutral
470,RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft,neutral
471,"Loves what #drupal file framework module could do, but is sick of Bitcache errors making it impossible to upload files ",negative
472,#microsoft â€˜People-Centricâ€™ Windows Phone 7.5 Update Released http://t.co/oImNAkVf,neutral
473,happy birthday jaime. loveyou&lt;3.     ...officially screwed right now. midterm. quiz. 2 projects. and 300 page book. shoot me. please. ,negative
474,Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology,neutral
475,"This coming from a guy who is #Microsoft PC, Mug, pen, everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue",neutral
476,RT @InternetBH: Microsoft finalises Skype deal - IT Business - News & Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Micr ...,neutral
477,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 23,neutral
478,"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!",negative
479,re newing my twitter ,neutral
480,I really dnt like to #follow people who never on #twitter,neutral
481,Sometimes I get so lost in #twitter that I end up living vicariously through other people #massconfusion,neutral
482,#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z,neutral
483,Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit,neutral
484,"#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/tdMFe0nI",neutral
485,@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk,neutral
486,"@comeagainjen if you dont, neither do i ",negative
487,On the train sans Guardian ,negative
488,"RT @TweezardCom: #twitter Adam Levine Takes Aim at 'Evil' Fox News, Starts Twitter Spat http://t.co/qcYTszff #tweezard",neutral
489,@JonathanRKnight You are so right for saying that and good for you that you said it!!    Good Night!! xoxo,positive
490,New post: Microsoft Windows 7 Home Premium http://t.co/FkruCQIs #Home #Microsoft #Premium,neutral
491,Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft,neutral
492,#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4,neutral
493,@MizzChievouz am sorry to say but it is still in the air ,negative
494,woke up at 6am  far too early...more coffee then,negative
495,"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?",negative
496,"wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now ",negative
497,@kmacable...you're sweet...yea I'm ok! ,positive
498,Brain Hurty Squishy Mess ,negative
499,@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.,negative
500,Follow your interests #twitter,neutral
501,U-Village store fits Microsoft consumer strategy http://t.co/OyGo65p1 #microsoft #Technology,neutral
502,@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond ,positive
503,"@Chubbx Goooooood morning, Chubbx  how are you today?",positive
504,I love my #twitter name.,neutral
505,@amyg0716 thats really sad  i wolud hate that! but i had choco milk earlier =D lol,negative
506,"#Twitter honey i don't freaking know anymore &gt;&lt;""",neutral
507,RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story   http://t.co/iKZiM8i5  #Twitter,neutral
508,#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN,neutral
509,Great to see you following us as well @mazda3rev ,positive
510,"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",negative
511,@yoavsegal Morning ,positive
512,@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ,negative
513,Done with homework. Sneezing  but feeling better! 28 days,negative
514,the marijuana loud so the hoes follow like #Twitter,neutral
515,I want to be a #Twitter Cypher.,neutral
516,"@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you...",positive
517,"Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/8fxt1ef8 #microsoft",neutral
518,@KylisInATL HEY! Get Back On #Twitter :-),neutral
519,#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! ,positive
520,@DrMollieMarti Best of luck to you Dr and your new Rockstar sisters.  I know some women that are into MLM. I'll tell them about you. ,positive
521,100 followers - that is exciting ,neutral
522,@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess,neutral
523,TODAY! Come along to #Microsoft Office & #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd,neutral
524,"Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin",neutral
525,@web20classroom Fabulous post about WordAhead!  And overall loved your blog.,positive
526,@legmar @linnix glad to see my household problems entertain you ,positive
527,"@korionmorris oh no problem  im good, awake, should be sleeping. haha. how about you?",positive
528,"@thiagozito #Twitter, #MsN, #Orkut #Facebook & o Principal #Musicaa Haah'",neutral
529,"Now I that i know god exists, realisation dawns on me that, he hates me microsoft",neutral
530,Follow me on #Twitter @CatchASet_ #TeamFollow &lt;3,neutral
531,Lls. && im actually tlkin about #twitter,neutral
532,@arlenecd OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS @?!?!? ,positive
533,#HP VirtualSystem for #Microsoft is the latest solution from HP & Microsoft. http://t.co/w8IXiboT #hpci,neutral
534,Misses his nephew/godson. Come back to me Mr. Malachi. ,positive
535,@LaBelleMusik I got slumdog millionaire from my netflix today. yeaaaaaa ,positive
536,#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube,neutral
537,Even a four day week seems too long  I want to stay in bed!,negative
538,Raza Abbas NumeroUno :: (RazaNumeroUno) : thanks for #following me on #Twitter! Happy Tweeting !!!,neutral
539,Im going to JAY LENO!!! ,positive
540,@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,negative
541,My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,negative
542,Goodnight everyone #twitter off,neutral
543,@deepbluesealove I was never an early morning person so I really didnt have anything to get over ,negative
544,"i dont want to go to school tomorrow for an exam, after having one and a half weeks off ",negative
545,@lindseyviloria about that... I am gonna be in mexico ,negative
546,RT @Three_Leanin: RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
547,tired but cant sleep............. ,negative
548,groupies follow me like #twitter.....lol jk,neutral
549,T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet ,positive
550,Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!,negative
551,Somewhere in the world right now the sun is shining and people are busy...but not here ,negative
552,"#Job #ICT System Administrator Windows: GSI Consultants, Zug http://t.co/96Vi7GIu #Microsoft #IT",neutral
553,I think im coming down with something. ,positive
554,My Chumby blasting 80's tunes....good times.  http://www.matthartley.com/chumby.html,positive
555,Fun sight: A biker got sandwiched bettwen two cars in high speed..Did he die?NO! he just stod up with his sigaret still firm in his moth! ,positive
556,My #twitter age is 2 years 153 days 5 hours 6 minutes 25 seconds. Find out yours at http://t.co/NjTHu7tM #twittertime,neutral
557,Do real thugs have #twitter? #confusedbymytimeline,neutral
558,"#twitter Adam Levine Takes Aim at 'Evil' Fox News, Starts Twitter Spat http://t.co/dZmPhbut #tweezard",neutral
559,RT @extremejohn Stuck on Facebook? Iâ€™m so sorry.  http://t.co/aGHbaQmn #Twitter #Google  #Facebook,neutral
560,RT @neon_ness: Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft,neutral
561,Morning everyone! What a beautiful Day...Yay! ,positive
562,@twitter  + @tumblr  = Drugs are severe. #twitter #tumblr,neutral
563,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19,neutral
564,I cant sleep. Missing the person I love most for the past 7yrs of my life. If only... ,negative
565,@Lucky_Kristin  do you need any cookies?  I can get you some.   #girlguidecookies,positive
566,@ChauV I has so many things to do ,positive
567,@littrellfans Its all good. Just figured you would like to know. ,positive
568,CURSE MY SLOW INTERNET. I miss YouTube ,negative
569,I'm going to put myself out of this misery and go to freakin bed.  Ugh ,negative
570,@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too ,positive
571,Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce,neutral
572,@ariherzog Fun stuff!  Night Ari!  I'm sure blip will be there tomorrow! ,positive
573,@ThatsRealTalkin I'm doing the Tallman #Twitter list for fun!! I just wanna see how many men 6'3 and up are on Twitter! It's just for fun :),neutral
574,@surfclubhit hope you had fun ,positive
575,@JonathanRKnight Don't let the bedbugs bite.   Sweet dreams.,positive
576,@emmajapan Congrats on being so quick for your double pass. Pls email your details to sales@fashionpalette.com.au to claim your tix. ,positive
577,talking to a boy  hating work though ,negative
578,Man i love #Twitter!!,neutral
579,@lockbox EC year is nicer and you can stay up til 2am only if you prefer ,positive
580,@THEcamacho danm I wanted to hear that studying sucks ,negative
581,"@socalgurl83 LOL nice, thanks for translating ",positive
582,@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. ,positive
583,"Nice, my contract was extended for another month ",positive
584,@KeepinUpWKris omg you are the best mom...your girls are blessed ,positive
585,Follow your interests. #twitter,neutral
586,@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow ,positive
587,"Well...#twitter Off,,,,",neutral
588,Early morning meetings ,negative
589,RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l,neutral
590,#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki,neutral
591,RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ...,neutral
592,on facebook ,neutral
593,"@paulfeig the internet blows my mind everyday, the way nothing else can! ",positive
594,Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,negative
595,#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft,neutral
596,@DonnieWahlberg you make me smile ,positive
597,RT @yaksys: My #twitter age is 1 year 243 days 22 hours 31 minutes 44 seconds. Find out yours at http://t.co/dniOkchP #twittertime,neutral
598,Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6,neutral
599,#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN,neutral
600,What's the best way to eat reheated pizza I keep trying to eat this one but it's too hot and makes my mouth be in pain ,negative
601,@zackdft but i like reading the bullshit! ,negative
602,"@olabini still here, though the site is gone ",negative
603,@aaminahh I'm excited about the books you received too! ,positive
604,just got TwitterFox.... so excited! ,positive
605,U put w/eva comes to mind on #twitter but let me try n do it ima be a rat or something smh the nerve of dese #NIGGAS!!!!',neutral
606,#Twitter: What's happening? #Facebook: What's on your mind? #Myspace: Where is everyone?,neutral
607,Life is not fair.. but still good. ,positive
608,@hiphopnonstoptv  That's a lot of people for sure!,positive
609,According to #twitter I have the same amount of followers as followees....#notgoingtolast,neutral
610,hi Dianna ...this is so cool ... i just recently started twittering ,positive
611,#Microsoft's Steve Ballmer attacks #Android phones http://t.co/cuoW78du,neutral
612,Let's go see what is trending on #Twitter tonight?,neutral
613,"@Bern_morley it's the weather, petal. don't sweat it ... oh ...  ... sorry ... ",positive
614,"Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community ",positive
615,Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,negative
616,@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! ,positive
617,"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",positive
618,@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today ,positive
619,@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!,positive
620,"Microsoft #Cloud Services, ...federal government appears to have resulted in a decision favoring #Microsoft http://t.co/bz0uabpP",neutral
621,@ChristianaZhu just joined AIESEC ,positive
622,@ work and then &quot;school&quot;..... ,negative
623,Novo #Nick in #twitter. Hehe'  (:,neutral
624,ill make fresh start.. i promise...    xtra sad puppy face...,negative
625,"@ellie1971 yes, thatï¿½s a good idea!  how late is it at your side of the world?",positive
626,"@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet",negative
627,"stage 1 is just about 100% complete. Naw to wait a few days fo stages 2-4 to come, then BAM! Ill have the hottest hair in z world. ",positive
628,#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer,neutral
629,"@mackmaine just checkin in with you, Saying hello. ",positive
630,@simonsays_payme @KaleMurphy @chatoney #twitter addict.. Tweeting while being a Lil BITCH #jerkoffmore #KYS #SMILE http://t.co/7JDvu514,neutral
631,@codytigernord Just a reminder that you fail on #twitter,neutral
632,@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. ,positive
633,"Save ink by printing certain areas of your doc. Highlight the text, click Print, under Page Range tick â€˜Selectionâ€™. #microsoft #word #office",neutral
634,In work  sooo bored !,negative
635,@_ahooten23 welcomee to #twitter,neutral
636,will invite people to twitter. ,neutral
637,Goodnight ,neutral
638,@vanidosa27 What's wrong? why do you need an inhaler? I didn't even know you were sick  Hope you start feeling better,negative
639,is BAKING ! HAHAHA. With abby and nikki !  http://plurk.com/p/mzsld,positive
640,@KarsentheSlater I'm getting pissy lately - I know I make mormon jokes at you - I'm sorry. I hear mormon jokes now and I feel bad. ,negative
641,i want diana F+. it looks great... ,negative
642,@Bthompson16 if I was #toocool for #twitter then I wouldn't go on it and as a result my life would be boring so I don't think I am,neutral
643,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!",positive
644,"@MrNokill @MrNokill problem is they aren't appealing to a wide enough audience, even though they think they may be ",negative
645,i fell of the tredmill today in sport ,positive
646,@bavster_twit u can't sip crap vodka! Nope not done #c25k got ominous knee pain - not good ,negative
647, there is no way i can go to school today im way to sick,negative
648,Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] #twitter #occupywallstreet #teamfollowback #autofollow http://t.co/IRYn5Vis,neutral
649,Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,negative
650,"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. ",negative
651,@PrinceDavey aww no invite??  lol jk. coolness for the day off!,negative
652,"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",negative
653,it worked! Now i have this feeling that i might have to sleep outside... ,negative
654,#Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/1KAi853k,neutral
655,"#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!",neutral
656,Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft,neutral
657,".@chrispirillo Re. #twitter 1,402,239 positive opinions http://t.co/uUd7ea3v? vs. 688,546 negative http://t.co/Q7Kf5xKz?",neutral
658,Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  ,positive
659,Good morning to all followers. I wish you a nice Tuesday and good luck with your business. | Allen Verfolgern einen sonnigen Dienstag.  ,positive
660,"ready for nice weather, day drinking &amp; not to ever be a student again ",positive
661,@kamy775 ok..I did it...hope it works now ,positive
662,@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you ,negative
663,@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! ,positive
664,How about @MattSloyer on the #twitter!,neutral
665,"@hiannie Tiger is great, love the voice ",positive
666,@Adaddy101 @johnodame .. all this flirting over #twitter is starting to make me think you guys got a crush on each other #bromance.,neutral
667,I have this strange desire to go to confession!!!!! ,positive
668,"RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",neutral
669,"â€œ@KekeLauren @IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter nameâ€",neutral
670,"@jennifermf totally know what u mean!this late night stuff has been 2 my detriment 4 YEARS,lol;society is discriminatory toward night ppl ",positive
671,Lol Smh gudnite #twitter,neutral
